scenario,substation,technology,capacity_mw,curtailment_pct,curtailed_mwh,total_mwh,curtailed_hours,binding_branch,exceeds_2000h,exceeds_1000h
Post-Gate 2 (moderate attrition),BISH,PV,20,26.87,5981,22257,1172,SWAW3_#10L5->52L6001P11,False,True
Post-Gate 2 (moderate attrition),BISH,Wind,20,18.04,9124,50570,2331,SWAW3_#10L5->52L6001P11,True,True
Post-Gate 2 (moderate attrition),BISH,BESS,20,32.92,26603,80812,2488,SWAW3_#10L5->52L6001P11,True,True
Post-Gate 2 (moderate attrition),BLAP,PV,20,12.26,2730,22257,552,LLAN3_1L5->BLAP3_3L5,False,False
Post-Gate 2 (moderate attrition),BLAP,Wind,20,0.86,433,50570,144,LLAN3_1L5->BLAP3_3L5,False,False
Post-Gate 2 (moderate attrition),BLAP,BESS,20,3.69,2980,80812,1083,LLAN3_1L5->BLAP3_3L5,False,True
Post-Gate 2 (moderate attrition),BRID,PV,20,15.18,3379,22257,694,BRID3_2L9->BRID3_2L5,False,False
Post-Gate 2 (moderate attrition),BRID,Wind,20,2.2,1114,50570,508,LWND3T->58L5303P19,False,False
Post-Gate 2 (moderate attrition),BRID,BESS,20,12.72,10279,80812,2450,LWND3T->58L5303P19,True,True
Post-Gate 2 (moderate attrition),BWST,PV,20,4.63,1030,22257,404,ABYS1_213->ABYS3_2T0,False,False
Post-Gate 2 (moderate attrition),BWST,Wind,20,14.88,7523,50570,1037,ABYS1_213->ABYS3_2T0,False,True
Post-Gate 2 (moderate attrition),BWST,BESS,20,15.36,12414,80812,1450,ABYS1_213->ABYS3_2T0,False,True
Post-Gate 2 (moderate attrition),Briton Ferry,PV,20,0.0,0,22257,0,None,False,False
Post-Gate 2 (moderate attrition),Briton Ferry,Wind,20,0.0,0,50570,0,None,False,False
Post-Gate 2 (moderate attrition),Briton Ferry,BESS,20,0.0,0,80812,0,None,False,False
Post-Gate 2 (moderate attrition),CARG,PV,20,15.93,3545,22257,783,LWND3T->58L5303P19,False,False
Post-Gate 2 (moderate attrition),CARG,Wind,20,5.38,2721,50570,1070,LWND3T->58L5303P19,False,True
Post-Gate 2 (moderate attrition),CARG,BESS,20,21.5,17378,80812,2476,LWND3T->58L5303P19,True,True
Post-Gate 2 (moderate attrition),CLAS,PV,20,28.1,6253,22257,1750,CLAS3_#2L5->SWAN3_10L5,False,True
Post-Gate 2 (moderate attrition),CLAS,Wind,20,45.99,23258,50570,3250,CLAS3_#2L5->SWAN3_10L5,True,True
Post-Gate 2 (moderate attrition),CLAS,BESS,20,48.23,38978,80812,4365,CLAS3_#2L5->SWAN3_10L5,True,True
Post-Gate 2 (moderate attrition),COMS,PV,20,0.0,0,22257,0,None,False,False
Post-Gate 2 (moderate attrition),COMS,Wind,20,0.0,0,50570,0,None,False,False
Post-Gate 2 (moderate attrition),COMS,BESS,20,0.0,0,80812,0,None,False,False
Post-Gate 2 (moderate attrition),CRHA,PV,20,1.61,359,22257,212,CRHA3_#2L5->AMMA3_9L5,False,False
Post-Gate 2 (moderate attrition),CRHA,Wind,20,0.61,307,50570,247,CRHA3_#2L5->AMMA3_9L5,False,False
Post-Gate 2 (moderate attrition),CRHA,BESS,20,8.47,6846,80812,2298,CRHA3_#2L5->AMMA3_9L5,True,True
Post-Gate 2 (moderate attrition),CWFR,PV,20,5.17,1150,22257,615,WGWB3_1L3->58L1323P59M,False,False
Post-Gate 2 (moderate attrition),CWFR,Wind,20,20.42,10327,50570,1791,WGWB3_1L3->58L1323P59M,False,True
Post-Gate 2 (moderate attrition),CWFR,BESS,20,29.11,23521,80812,3112,WGWB3_1L3->58L1323P59M,True,True
Post-Gate 2 (moderate attrition),Carmarthen,PV,20,0.35,77,22257,71,WGWB3_1L3->58L1323P59M,False,False
Post-Gate 2 (moderate attrition),Carmarthen,Wind,20,9.62,4866,50570,800,WGWB3_1L3->58L1323P59M,False,False
Post-Gate 2 (moderate attrition),Carmarthen,BESS,20,12.64,10216,80812,1338,WGWB3_1L3->58L1323P59M,False,True
Post-Gate 2 (moderate attrition),FOSL,PV,20,21.59,4805,22257,878,FOSL3T->NEWL3_3L5,False,False
Post-Gate 2 (moderate attrition),FOSL,Wind,20,4.62,2335,50570,962,FOSL3T->NEWL3_3L5,False,False
Post-Gate 2 (moderate attrition),FOSL,BESS,20,19.64,15870,80812,2524,FOSL3T->NEWL3_3L5,True,True
Post-Gate 2 (moderate attrition),FRBN,PV,20,4.57,1017,22257,400,ABYS1_213->ABYS3_2T0,False,False
Post-Gate 2 (moderate attrition),FRBN,Wind,20,15.11,7640,50570,1059,ABYS1_213->ABYS3_2T0,False,True
Post-Gate 2 (moderate attrition),FRBN,BESS,20,15.18,12271,80812,1424,ABYS1_213->ABYS3_2T0,False,True
Post-Gate 2 (moderate attrition),GARN,PV,20,20.6,4584,22257,990,CLAS3_#2L5->SWAN3_10L5,False,False
Post-Gate 2 (moderate attrition),GARN,Wind,20,33.85,17116,50570,2216,CLAS3_#2L5->SWAN3_10L5,True,True
Post-Gate 2 (moderate attrition),GARN,BESS,20,26.5,21415,80812,2290,CLAS3_#2L5->SWAN3_10L5,True,True
Post-Gate 2 (moderate attrition),GWAU,PV,20,42.49,9457,22257,2850,GWAU3_#1H0->GWAU5_1T0,True,True
Post-Gate 2 (moderate attrition),GWAU,Wind,20,53.32,26964,50570,4202,GWAU3_#1H0->GWAU5_1T0,True,True
Post-Gate 2 (moderate attrition),GWAU,BESS,20,58.73,47461,80812,5070,GWAU3_#1H0->GWAU5_1T0,True,True
Post-Gate 2 (moderate attrition),Gowerton East,PV,20,0.0,0,22257,0,None,False,False
Post-Gate 2 (moderate attrition),Gowerton East,Wind,20,0.0,0,50570,0,None,False,False
Post-Gate 2 (moderate attrition),Gowerton East,BESS,20,0.0,0,80812,0,None,False,False
Post-Gate 2 (moderate attrition),HEND,PV,20,0.0,0,22257,0,None,False,False
Post-Gate 2 (moderate attrition),HEND,Wind,20,0.0,0,50570,0,None,False,False
Post-Gate 2 (moderate attrition),HEND,BESS,20,0.01,6,80812,7,HEND3_1H3->HEND5_1T0,False,False
Post-Gate 2 (moderate attrition),HOPK,PV,20,0.0,0,22257,0,None,False,False
Post-Gate 2 (moderate attrition),HOPK,Wind,20,0.0,0,50570,0,None,False,False
Post-Gate 2 (moderate attrition),HOPK,BESS,20,0.0,0,80812,0,None,False,False
Post-Gate 2 (moderate attrition),Hirwaun,PV,20,0.0,0,22257,0,None,False,False
Post-Gate 2 (moderate attrition),Hirwaun,Wind,20,0.0,0,50570,0,None,False,False
Post-Gate 2 (moderate attrition),Hirwaun,BESS,20,0.0,0,80812,0,None,False,False
Post-Gate 2 (moderate attrition),INCS,PV,20,44.28,9855,22257,816,52L6067P19->TYNY3T,False,False
Post-Gate 2 (moderate attrition),INCS,Wind,20,7.96,4024,50570,1157,52L6067P19->TYNY3T,False,True
Post-Gate 2 (moderate attrition),INCS,BESS,20,18.02,14562,80812,2950,INCS3_1H3->INCS5_1T0,True,True
Post-Gate 2 (moderate attrition),JERM,PV,20,0.0,0,22257,0,None,False,False
Post-Gate 2 (moderate attrition),JERM,Wind,20,0.0,0,50570,0,None,False,False
Post-Gate 2 (moderate attrition),JERM,BESS,20,0.0,0,80812,0,None,False,False
Post-Gate 2 (moderate attrition),KIDW,PV,20,16.67,3710,22257,728,FOSL3T->NEWL3_3L5,False,False
Post-Gate 2 (moderate attrition),KIDW,Wind,20,1.66,840,50570,378,FOSL3T->NEWL3_3L5,False,False
Post-Gate 2 (moderate attrition),KIDW,BESS,20,11.75,9497,80812,2436,W38_3S->NEWL3_1L3,True,True
Post-Gate 2 (moderate attrition),LBRI,PV,20,30.51,6791,22257,1572,YSTF3_#3L5->YSTF3_#4L5,False,True
Post-Gate 2 (moderate attrition),LBRI,Wind,20,40.93,20699,50570,3644,YSTF3_#3L5->YSTF3_#4L5,True,True
Post-Gate 2 (moderate attrition),LBRI,BESS,20,45.63,36872,80812,4921,YSTF3_#3L5->YSTF3_#4L5,True,True
Post-Gate 2 (moderate attrition),LDEI,PV,20,5.6,1247,22257,398,LDEI3_4L5->NANG3_#2L5,False,False
Post-Gate 2 (moderate attrition),LDEI,Wind,20,4.17,2111,50570,768,LDEI3_2L5->AMMA3_5L5,False,False
Post-Gate 2 (moderate attrition),LDEI,BESS,20,14.5,11716,80812,2454,LDEI3_2L5->AMMA3_5L5,True,True
Post-Gate 2 (moderate attrition),LDOV,PV,20,2.14,476,22257,222,PONA3_1L3->LDOV3_2L5,False,False
Post-Gate 2 (moderate attrition),LDOV,Wind,20,1.97,998,50570,494,LDOV3_1L5->LGAD3_1L3,False,False
Post-Gate 2 (moderate attrition),LDOV,BESS,20,11.95,9657,80812,2460,PONA3_1L3->LDOV3_2L5,True,True
Post-Gate 2 (moderate attrition),LFYR,PV,20,5.6,1247,22257,486,CARM3_5L5->STCL3_MAIN2,False,False
Post-Gate 2 (moderate attrition),LFYR,Wind,20,17.58,8892,50570,1666,CARM3_5L5->STCL3_MAIN2,False,True
Post-Gate 2 (moderate attrition),LFYR,BESS,20,20.8,16807,80812,2636,CARM3_5L5->STCL3_MAIN2,True,True
Post-Gate 2 (moderate attrition),LGAD,PV,20,2.55,568,22257,231,LDEI3_4L5->NANG3_#2L5,False,False
Post-Gate 2 (moderate attrition),LGAD,Wind,20,3.42,1730,50570,714,LGAD3_2L3->MANO3T,False,False
Post-Gate 2 (moderate attrition),LGAD,BESS,20,11.72,9472,80812,2459,LGAD3_2L3->MANO3T,True,True
Post-Gate 2 (moderate attrition),LILA,PV,20,4.63,1031,22257,404,ABYS1_213->ABYS3_2T0,False,False
Post-Gate 2 (moderate attrition),LILA,Wind,20,14.78,7474,50570,1036,ABYS1_213->ABYS3_2T0,False,True
Post-Gate 2 (moderate attrition),LILA,BESS,20,15.37,12417,80812,1456,ABYS1_213->ABYS3_2T0,False,True
Post-Gate 2 (moderate attrition),LLAY,PV,20,0.29,64,22257,10,LAMP3_2L5->LWNI3_2L3,False,False
Post-Gate 2 (moderate attrition),LLAY,Wind,20,0.42,214,50570,36,LAMP3_2L5->LWNI3_2L3,False,False
Post-Gate 2 (moderate attrition),LLAY,BESS,20,0.15,125,80812,16,LAMP3_2L5->LWNI3_2L3,False,False
Post-Gate 2 (moderate attrition),LLCY,PV,20,0.0,1,22257,1,TIRJ3_#5L5->LLCY3_MAIN1,False,False
Post-Gate 2 (moderate attrition),LLCY,Wind,20,0.02,12,50570,3,TIRJ3_#5L5->LLCY3_MAIN1,False,False
Post-Gate 2 (moderate attrition),LLCY,BESS,20,0.39,311,80812,41,TIRJ3_#5L5->LLCY3_MAIN1,False,False
Post-Gate 2 (moderate attrition),LLNT,PV,20,6.9,1536,22257,380,LLNT3_#1L0->TROS3_#1L5,False,False
Post-Gate 2 (moderate attrition),LLNT,Wind,20,0.19,94,50570,52,LLNT3_#1L0->TROS3_#1L5,False,False
Post-Gate 2 (moderate attrition),LLNT,BESS,20,1.43,1159,80812,302,LLNT3_#1L0->TROS3_#1L5,False,False
Post-Gate 2 (moderate attrition),LRHI,PV,20,5.09,1133,22257,435,SWAT3T->TWAU3,False,False
Post-Gate 2 (moderate attrition),LRHI,Wind,20,1.98,1003,50570,546,SWAT3T->TWAU3,False,False
Post-Gate 2 (moderate attrition),LRHI,BESS,20,15.29,12356,80812,2460,SWAT3T->TWAU3,True,True
Post-Gate 2 (moderate attrition),LWNI,PV,20,0.11,24,22257,30,RHOS3_2L5->LWNI3_1L3,False,False
Post-Gate 2 (moderate attrition),LWNI,Wind,20,4.41,2229,50570,826,RHOS3_2L5->LWNI3_1L3,False,False
Post-Gate 2 (moderate attrition),LWNI,BESS,20,10.3,8325,80812,2404,RHOS3_2L5->LWNI3_1L3,True,True
Post-Gate 2 (moderate attrition),Lampeter,PV,20,0.37,83,22257,11,LAMP3_2L5->LWNI3_2L3,False,False
Post-Gate 2 (moderate attrition),Lampeter,Wind,20,0.76,384,50570,58,LAMP3_2L5->LWNI3_2L3,False,False
Post-Gate 2 (moderate attrition),Lampeter,BESS,20,0.29,235,80812,41,LAMP3_2L5->LWNI3_2L3,False,False
Post-Gate 2 (moderate attrition),Llanarth,PV,20,0.0,0,22257,0,None,False,False
Post-Gate 2 (moderate attrition),Llanarth,Wind,20,0.0,0,50570,0,None,False,False
Post-Gate 2 (moderate attrition),Llanarth,BESS,20,0.0,0,80812,0,None,False,False
Post-Gate 2 (moderate attrition),MACH,PV,20,4.55,1013,22257,400,ABYS1_213->ABYS3_2T0,False,False
Post-Gate 2 (moderate attrition),MACH,Wind,20,14.92,7547,50570,1040,ABYS1_213->ABYS3_2T0,False,True
Post-Gate 2 (moderate attrition),MACH,BESS,20,15.05,12164,80812,1414,ABYS1_213->ABYS3_2T0,False,True
Post-Gate 2 (moderate attrition),MAER,PV,20,2.62,584,22257,225,55L7040P11->TOWE3T,False,False
Post-Gate 2 (moderate attrition),MAER,Wind,20,22.61,11432,50570,1590,55L7040P11->TOWE3T,False,True
Post-Gate 2 (moderate attrition),MAER,BESS,20,14.82,11976,80812,2230,55L7040P11->TOWE3T,True,True
Post-Gate 2 (moderate attrition),MAES,PV,20,0.0,0,22257,0,None,False,False
Post-Gate 2 (moderate attrition),MAES,Wind,20,0.0,0,50570,0,None,False,False
Post-Gate 2 (moderate attrition),MAES,BESS,20,0.0,0,80812,0,None,False,False
Post-Gate 2 (moderate attrition),MYND,PV,20,4.52,1007,22257,397,ABYS1_213->ABYS3_2T0,False,False
Post-Gate 2 (moderate attrition),MYND,Wind,20,14.71,7440,50570,1020,ABYS1_213->ABYS3_2T0,False,True
Post-Gate 2 (moderate attrition),MYND,BESS,20,14.9,12043,80812,1400,ABYS1_213->ABYS3_2T0,False,True
Post-Gate 2 (moderate attrition),NANG,PV,20,26.36,5868,22257,1172,NANG3_#1L5->WGWB3_2L3,False,True
Post-Gate 2 (moderate attrition),NANG,Wind,20,16.86,8529,50570,2316,NANG3_#1L5->WGWB3_2L3,True,True
Post-Gate 2 (moderate attrition),NANG,BESS,20,33.5,27068,80812,2523,NANG3_#1L5->WGWB3_2L3,True,True
Post-Gate 2 (moderate attrition),NEVE,PV,20,15.18,3379,22257,694,BRID3_2L9->BRID3_2L5,False,False
Post-Gate 2 (moderate attrition),NEVE,Wind,20,2.2,1114,50570,508,LWND3T->58L5303P19,False,False
Post-Gate 2 (moderate attrition),NEVE,BESS,20,12.72,10279,80812,2450,LWND3T->58L5303P19,True,True
Post-Gate 2 (moderate attrition),NEWL,PV,20,24.91,5544,22257,1002,W38_3S->NEWL3_1L3,False,True
Post-Gate 2 (moderate attrition),NEWL,Wind,20,7.93,4008,50570,1414,W38_3S->NEWL3_1L3,False,True
Post-Gate 2 (moderate attrition),NEWL,BESS,20,24.65,19920,80812,2598,W38_3S->NEWL3_1L3,True,True
Post-Gate 2 (moderate attrition),PCYL,PV,20,4.58,1019,22257,401,ABYS1_213->ABYS3_2T0,False,False
Post-Gate 2 (moderate attrition),PCYL,Wind,20,15.12,7648,50570,1060,ABYS1_213->ABYS3_2T0,False,True
Post-Gate 2 (moderate attrition),PCYL,BESS,20,15.23,12306,80812,1428,ABYS1_213->ABYS3_2T0,False,True
Post-Gate 2 (moderate attrition),PEND,PV,20,11.62,2586,22257,785,SPRI3->58L5296P162,False,False
Post-Gate 2 (moderate attrition),PEND,Wind,20,19.2,9708,50570,1898,CARM3_8L5->PEND3T,False,True
Post-Gate 2 (moderate attrition),PEND,BESS,20,28.01,22639,80812,2641,SPRI3->58L5296P162,True,True
Post-Gate 2 (moderate attrition),PGTN,PV,20,2.03,452,22257,245,TRAB3M->TRAV3_3L9,False,False
Post-Gate 2 (moderate attrition),PGTN,Wind,20,1.74,878,50570,520,TRAB3M->TRAV3_3L9,False,False
Post-Gate 2 (moderate attrition),PGTN,BESS,20,16.19,13085,80812,2470,TRAB3M->TRAV3_3L9,True,True
Post-Gate 2 (moderate attrition),PNTA,PV,20,6.62,1474,22257,476,CYNH3->PONY3_#2L5,False,False
Post-Gate 2 (moderate attrition),PNTA,Wind,20,2.97,1499,50570,706,CYNH3->PONY3_#2L5,False,False
Post-Gate 2 (moderate attrition),PNTA,BESS,20,17.56,14190,80812,2460,CYNH3->PONY3_#2L5,True,True
Post-Gate 2 (moderate attrition),PONA,PV,20,8.42,1875,22257,578,PONA3_2L3->LAMP3_1L5,False,False
Post-Gate 2 (moderate attrition),PONA,Wind,20,2.58,1305,50570,696,PONA3_2L3->LAMP3_1L5,False,False
Post-Gate 2 (moderate attrition),PONA,BESS,20,21.48,17355,80812,2468,PONA3_2L3->LAMP3_1L5,True,True
Post-Gate 2 (moderate attrition),POND,PV,20,1.67,372,22257,214,POND3_#1L5->TRAV3_#3L5,False,False
Post-Gate 2 (moderate attrition),POND,Wind,20,0.99,500,50570,353,POND3_#1L5->TRAV3_#3L5,False,False
Post-Gate 2 (moderate attrition),POND,BESS,20,11.21,9060,80812,2438,POND3_#1L5->TRAV3_#3L5,True,True
Post-Gate 2 (moderate attrition),PONY,PV,20,7.94,1767,22257,466,FOSL3T->NEWL3_3L5,False,False
Post-Gate 2 (moderate attrition),PONY,Wind,20,1.25,633,50570,450,PONY3_#1L5->52L7800P1,False,False
Post-Gate 2 (moderate attrition),PONY,BESS,20,14.62,11816,80812,2460,PONY3_#1L5->52L7800P1,True,True
Post-Gate 2 (moderate attrition),RAVE,PV,20,0.0,0,22257,0,None,False,False
Post-Gate 2 (moderate attrition),RAVE,Wind,20,0.0,0,50570,0,None,False,False
Post-Gate 2 (moderate attrition),RAVE,BESS,20,0.0,0,80812,0,None,False,False
Post-Gate 2 (moderate attrition),REDC,PV,20,0.35,77,22257,71,WGWB3_1L3->58L1323P59M,False,False
Post-Gate 2 (moderate attrition),REDC,Wind,20,9.62,4866,50570,800,WGWB3_1L3->58L1323P59M,False,False
Post-Gate 2 (moderate attrition),REDC,BESS,20,12.64,10216,80812,1338,WGWB3_1L3->58L1323P59M,False,True
Post-Gate 2 (moderate attrition),RGOS,PV,20,0.0,0,22257,0,None,False,False
Post-Gate 2 (moderate attrition),RGOS,Wind,20,0.0,0,50570,0,None,False,False
Post-Gate 2 (moderate attrition),RGOS,BESS,20,0.0,0,80812,0,None,False,False
Post-Gate 2 (moderate attrition),RHYD,PV,20,5.07,1128,22257,434,ABYS1_213->ABYS3_2T0,False,False
Post-Gate 2 (moderate attrition),RHYD,Wind,20,14.79,7479,50570,1062,ABYS1_213->ABYS3_2T0,False,True
Post-Gate 2 (moderate attrition),RHYD,BESS,20,16.79,13566,80812,1611,RHYD1_113->RHYD3_1T0,False,True
Post-Gate 2 (moderate attrition),Rhos,PV,20,0.23,52,22257,20,LLAN3_1L5->BLAP3_3L5,False,False
Post-Gate 2 (moderate attrition),Rhos,Wind,20,0.0,0,50570,0,None,False,False
Post-Gate 2 (moderate attrition),Rhos,BESS,20,0.01,8,80812,4,LLAN3_1L5->BLAP3_3L5,False,False
Post-Gate 2 (moderate attrition),SOFI,PV,20,0.0,0,22257,0,None,False,False
Post-Gate 2 (moderate attrition),SOFI,Wind,20,0.0,0,50570,0,None,False,False
Post-Gate 2 (moderate attrition),SOFI,BESS,20,0.0,0,80812,0,None,False,False
Post-Gate 2 (moderate attrition),STCL,PV,20,26.56,5912,22257,1359,CARM3_4L5->STCL3_MAIN1,False,True
Post-Gate 2 (moderate attrition),STCL,Wind,20,32.55,16461,50570,3120,CARM3_4L5->STCL3_MAIN1,True,True
Post-Gate 2 (moderate attrition),STCL,BESS,20,40.76,32941,80812,2698,CARM3_4L5->STCL3_MAIN1,True,True
Post-Gate 2 (moderate attrition),SWAU,PV,20,13.35,2972,22257,860,TSKT3_MAIN1->SWAU3_MAIN1,False,False
Post-Gate 2 (moderate attrition),SWAU,Wind,20,15.3,7735,50570,2066,TSKT3_MAIN1->SWAU3_MAIN1,True,True
Post-Gate 2 (moderate attrition),SWAU,BESS,20,31.52,25469,80812,2460,TSKT3_MAIN1->SWAU3_MAIN1,True,True
Post-Gate 2 (moderate attrition),Swansea North,PV,20,0.0,1,22257,2,SWAN3_#2T0->SWAN1_#210,False,False
Post-Gate 2 (moderate attrition),Swansea North,Wind,20,0.0,0,50570,0,None,False,False
Post-Gate 2 (moderate attrition),Swansea North,BESS,20,0.0,0,80812,0,None,False,False
Post-Gate 2 (moderate attrition),Swansea West,PV,20,0.0,0,22257,0,None,False,False
Post-Gate 2 (moderate attrition),Swansea West,Wind,20,0.0,0,50570,0,None,False,False
Post-Gate 2 (moderate attrition),Swansea West,BESS,20,0.0,0,80812,0,None,False,False
Post-Gate 2 (moderate attrition),TIMT,PV,20,0.0,0,22257,0,None,False,False
Post-Gate 2 (moderate attrition),TIMT,Wind,20,0.0,0,50570,0,None,False,False
Post-Gate 2 (moderate attrition),TIMT,BESS,20,0.0,0,80812,0,None,False,False
Post-Gate 2 (moderate attrition),TREG,PV,20,0.39,86,22257,24,LDBF3_1L9->TREG3_2L3,False,False
Post-Gate 2 (moderate attrition),TREG,Wind,20,0.7,354,50570,54,LAMP3_2L5->LWNI3_2L3,False,False
Post-Gate 2 (moderate attrition),TREG,BESS,20,1.39,1126,80812,1117,LDBF3_1L9->TREG3_2L3,False,True
Post-Gate 2 (moderate attrition),TREV,PV,20,0.35,78,22257,72,WGWB3_1L3->58L1323P59M,False,False
Post-Gate 2 (moderate attrition),TREV,Wind,20,9.66,4887,50570,806,WGWB3_1L3->58L1323P59M,False,False
Post-Gate 2 (moderate attrition),TREV,BESS,20,12.71,10272,80812,1346,WGWB3_1L3->58L1323P59M,False,True
Post-Gate 2 (moderate attrition),TSKT,PV,20,0.0,0,22257,0,None,False,False
Post-Gate 2 (moderate attrition),TSKT,Wind,20,0.0,0,50570,0,None,False,False
Post-Gate 2 (moderate attrition),TSKT,BESS,20,0.0,0,80812,0,None,False,False
Post-Gate 2 (moderate attrition),TUMB,PV,20,1.24,275,22257,174,CRHA3_#1L5->TUMB3_3L5,False,False
Post-Gate 2 (moderate attrition),TUMB,Wind,20,0.21,108,50570,118,CRHA3_#1L5->TUMB3_3L5,False,False
Post-Gate 2 (moderate attrition),TUMB,BESS,20,8.08,6531,80812,2339,CRHA3_#1L5->TUMB3_3L5,True,True
Post-Gate 2 (moderate attrition),TWYN,PV,20,4.56,1015,22257,400,ABYS1_213->ABYS3_2T0,False,False
Post-Gate 2 (moderate attrition),TWYN,Wind,20,15.08,7628,50570,1058,ABYS1_213->ABYS3_2T0,False,True
Post-Gate 2 (moderate attrition),TWYN,BESS,20,15.15,12243,80812,1422,ABYS1_213->ABYS3_2T0,False,True
Post-Gate 2 (moderate attrition),Tir John,PV,20,0.0,0,22257,0,None,False,False
Post-Gate 2 (moderate attrition),Tir John,Wind,20,0.0,0,50570,0,None,False,False
Post-Gate 2 (moderate attrition),Tir John,BESS,20,0.0,0,80812,0,None,False,False
Post-Gate 2 (moderate attrition),Trostre,PV,20,0.0,0,22257,0,None,False,False
Post-Gate 2 (moderate attrition),Trostre,Wind,20,0.0,0,50570,0,None,False,False
Post-Gate 2 (moderate attrition),Trostre,BESS,20,0.0,0,80812,0,None,False,False
Post-Gate 2 (moderate attrition),WAUN,PV,20,21.92,4878,22257,1379,CLAS3_#2L5->SWAN3_10L5,False,True
Post-Gate 2 (moderate attrition),WAUN,Wind,20,52.54,26568,50570,3774,CLAS3_#2L5->SWAN3_10L5,True,True
Post-Gate 2 (moderate attrition),WAUN,BESS,20,53.97,43611,80812,4664,GARN3_4L5->WAUN3_3L5,True,True
Post-Gate 2 (moderate attrition),WESX,PV,20,0.24,53,22257,34,UPLT31->WESX3_MAIN1,False,False
Post-Gate 2 (moderate attrition),WESX,Wind,20,0.03,16,50570,32,UPLT31->WESX3_MAIN1,False,False
Post-Gate 2 (moderate attrition),WESX,BESS,20,3.73,3016,80812,2101,UPLT31->WESX3_MAIN1,True,True
Post-Gate 2 (moderate attrition),WGWB,PV,20,13.24,2946,22257,759,WGWB3_1L3->58L1323P59M,False,False
Post-Gate 2 (moderate attrition),WGWB,Wind,20,11.58,5855,50570,1626,NANG3_#1L5->WGWB3_2L3,False,True
Post-Gate 2 (moderate attrition),WGWB,BESS,20,27.11,21905,80812,2460,58L1323P59M->CWFR3_5L3,True,True
Post-Gate 2 (moderate attrition),WHIT,PV,20,28.09,6252,22257,1380,WHIT3_MAIN2A->WHIT3_MAIN2B,False,True
Post-Gate 2 (moderate attrition),WHIT,Wind,20,29.07,14700,50570,3014,WHIT3_MAIN2A->WHIT3_MAIN2B,True,True
Post-Gate 2 (moderate attrition),WHIT,BESS,20,39.53,31949,80812,2642,WHIT3_MAIN2A->WHIT3_MAIN2B,True,True
Post-Gate 2 (moderate attrition),WSTC,PV,20,14.94,3326,22257,638,HIRW3_2L5->HNDR3T,False,False
Post-Gate 2 (moderate attrition),WSTC,Wind,20,0.56,285,50570,130,HIRW3_2L5->HNDR3T,False,False
Post-Gate 2 (moderate attrition),WSTC,BESS,20,6.68,5394,80812,1844,HIRW3_2L5->HNDR3T,False,True
Post-Gate 2 (moderate attrition),YNST,PV,20,0.01,3,22257,4,YNST5_1T0->YNST3,False,False
Post-Gate 2 (moderate attrition),YNST,Wind,20,1.56,787,50570,146,YNST5_1T0->YNST3,False,False
Post-Gate 2 (moderate attrition),YNST,BESS,20,1.83,1479,80812,212,YNST5_1T0->YNST3,False,False
Post-Gate 2 (moderate attrition),YNYS,PV,20,0.61,135,22257,59,55L7040P11->TOWE3T,False,False
Post-Gate 2 (moderate attrition),YNYS,Wind,20,12.42,6280,50570,816,55L7040P11->TOWE3T,False,False
Post-Gate 2 (moderate attrition),YNYS,BESS,20,5.28,4264,80812,650,55L7040P11->TOWE3T,False,False
Post-Gate 2 (moderate attrition),YSTF,PV,20,3.42,762,22257,365,LDOV3_4L5->YSTF3_5L3,False,False
Post-Gate 2 (moderate attrition),YSTF,Wind,20,7.79,3938,50570,1265,LDOV3_4L5->YSTF3_5L3,False,True
Post-Gate 2 (moderate attrition),YSTF,BESS,20,22.15,17898,80812,2463,LDOV3_4L5->YSTF3_5L3,True,True
Post-Gate 2 (moderate attrition),Ystradgynlais,PV,20,0.08,18,22257,13,TRAV32->YSTR1_#210,False,False
Post-Gate 2 (moderate attrition),Ystradgynlais,Wind,20,0.0,0,50570,0,None,False,False
Post-Gate 2 (moderate attrition),Ystradgynlais,BESS,20,0.01,12,80812,6,TRAV32->YSTR1_#210,False,False
